GPS Time,Device Time,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/minute(gal/min),GPS Altitude(m),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°)
Thu Apr 02 11:13:38 GMT+03:00 2026,02-apr.-2026 11:13:38.877,0.0,2.200000047683716,62.5,0.0,0.33,4.68,8.67,0.02,10.98,0,-,11,0,35.24,84,-,2.35,783,0,62.5,0,-,23,4.21,2.25,0.12,1.24,6.77,0,93.23,936,0,0,5.49,7
Thu Apr 02 11:13:40 GMT+03:00 2026,02-apr.-2026 11:13:40.812,0.0,2.4000000953674316,64.2,0.0,0.48,4.7,8.55,0.01,10.98,0,-,11,0,35.24,84,-,2.35,785.5,0,64.2,0,-,23,4.35,2.27,0.69,1.24,6.77,0,93.23,938,0,0,5.49,9.5
Thu Apr 02 11:13:42 GMT+03:00 2026,02-apr.-2026 11:13:42.750,0.0,2.700000047683716,66.0,0.0,0.43,4.7,8.62,0.02,10.59,0,-,11,0,35.24,84,-,2.35,787.25,0,66,0,-,23,4.35,2.26,0.75,1.24,6.77,0,93.23,940,0,0,5.49,9.5
Thu Apr 02 11:13:44 GMT+03:00 2026,02-apr.-2026 11:13:44.828,0.0,2.799999952316284,66.8,0.0,0.51,4.7,8.62,0.02,10.59,0,-,11,0,35.24,84,-,2.35,795.25,0,66.8,0,-,23,4.21,2.24,0.64,1.24,6.77,0,93.23,942,0,0,5.49,11.5
Thu Apr 02 11:13:46 GMT+03:00 2026,02-apr.-2026 11:13:46.872,0.0,3.0,68.1,0.0,0.31,4.67,8.63,0.02,10.98,0,-,11,0,35.24,84,-,2.35,785.5,0,68.1,0,-,23,4.35,2.27,0.12,1.24,6.77,0,93.23,944,0,0,5.49,9.5
Thu Apr 02 11:13:48 GMT+03:00 2026,02-apr.-2026 11:13:48.930,0.0,3.0999999046325684,69.3,0.0,0.33,4.66,8.63,0.02,10.98,0,-,11,0,35.24,84,-,2.35,789.5,0,69.3,0,-,23,4.35,2.32,0.75,1.24,6.77,0,93.23,946,0,0,5.49,7
Thu Apr 02 11:13:50 GMT+03:00 2026,02-apr.-2026 11:13:50.978,0.0,3.299999952316284,70.6,0.0,0.49,4.7,8.66,0.02,10.98,0,-,11,0,35.24,84,-,2.35,792,0,70.6,0,-,23,4.35,2.26,0.7,1.24,6.77,0,93.23,948,0,0,5.49,9.5
Thu Apr 02 11:13:52 GMT+03:00 2026,02-apr.-2026 11:13:52.922,0.0,3.299999952316284,71.9,0.0,0.57,4.65,8.54,0.01,10.98,0,-,11,0,35.24,85,-,2.35,785.25,0,71.9,0,-,23,4.35,2.29,0.12,1.24,6.77,0,93.23,950,0,0,5.49,7
Thu Apr 02 11:13:54 GMT+03:00 2026,02-apr.-2026 11:13:54.976,0.0,3.0999999046325684,72.1,0.0,0.48,4.72,8.54,0.02,10.98,0,-,11,0,35.24,85,-,2.35,792.5,0,72.1,0,-,23,4.35,2.3,0.71,1.24,6.77,0,93.23,952,0,0,5.49,7
Thu Apr 02 11:13:56 GMT+03:00 2026,02-apr.-2026 11:13:57.020,0.0,3.0999999046325684,71.8,0.0,0.47,4.74,8.51,0.01,10.98,-0.01,-,11,0,35.24,84,-,2.35,792.5,0,71.8,0,-,23,4.21,2.29,0.73,1.24,6.77,0,93.23,954,0,0,5.49,9.5
Thu Apr 02 11:13:58 GMT+03:00 2026,02-apr.-2026 11:13:59.061,0.0,3.0999999046325684,71.5,0.0,0.44,4.69,8.58,0.02,10.98,0,-,11,0,35.24,84,-,2.35,790,0,71.5,0,-,23,4.21,2.27,0.51,1.24,6.77,0,93.23,956,0,0,5.49,7
Thu Apr 02 11:14:00 GMT+03:00 2026,02-apr.-2026 11:14:01.102,0.0,3.0999999046325684,71.0,0.0,0.45,4.72,8.55,0.02,10.98,-0.01,-,11,0,35.24,85,-,2.35,791.75,0,71,0,-,23,4.35,2.31,0.17,1.24,6.77,0,93.23,956,0,0,5.49,6.5
Thu Apr 02 11:14:02 GMT+03:00 2026,02-apr.-2026 11:14:03.115,0.0,3.0,70.7,0.0,0.45,4.71,8.7,0.03,10.59,-0.01,-,11,0,35.24,85,-,2.35,800.75,0,70.7,0,-,23,4.35,2.28,0.75,1.24,6.77,0,93.23,960,0,0,5.49,7
Thu Apr 02 11:14:05 GMT+03:00 2026,02-apr.-2026 11:14:05.091,0.0,2.0,70.4,0.0,0.57,4.69,8.72,0.03,10.98,0.01,-,11,0,35.24,85,-,2.35,797.5,0,70.4,0,-,23,4.35,2.28,0.68,1.24,6.77,0,93.23,962,0,0,5.49,7
Thu Apr 02 11:14:07 GMT+03:00 2026,02-apr.-2026 11:14:07.117,0.0,2.4000000953674316,70.4,0.0,0.58,4.7,8.47,0.01,10.98,-0.01,-,11,0,35.24,85,-,2.35,786.75,0,70.4,0,-,23,4.35,2.31,0.11,1.24,6.77,0,93.23,964,0,0,5.49,9.5
Thu Apr 02 11:14:09 GMT+03:00 2026,02-apr.-2026 11:14:09.235,0.0,2.5,70.2,0.0,0.35,4.76,8.46,0.01,10.98,0,-,11,0,35.24,85,-,2.35,791.75,0,70.2,0,-,23,4.35,2.3,0.75,1.24,6.77,0,93.23,966,0,0,5.49,7
Thu Apr 02 11:14:11 GMT+03:00 2026,02-apr.-2026 11:14:11.153,0.0,1.899999976158142,70.3,0.0,0.39,4.7,8.65,0.02,10.98,-0.01,-,11,0,35.24,85,-,2.35,800.5,0,70.3,0,-,23,4.35,2.33,0.73,1.24,6.77,0,93.23,968,0,0,5.49,7
Thu Apr 02 11:14:13 GMT+03:00 2026,02-apr.-2026 11:14:13.304,0.0,1.7000000476837158,70.2,0.0,0.52,4.67,8.68,0.02,10.59,0,-,11,0,35.24,85,-,2.35,783,0,70.2,0,-,23,4.35,2.28,0.44,1.24,6.77,0,93.23,970,0,0,5.49,7
Thu Apr 02 11:14:15 GMT+03:00 2026,02-apr.-2026 11:14:15.316,0.0,1.7000000476837158,69.8,0.0,0.59,4.71,8.4,0,10.98,-0.01,-,11,0,35.24,85,-,2.35,791,0,69.8,0,-,23,4.35,2.33,0.17,1.24,6.77,0,93.23,972,0,0,5.49,9.5
Thu Apr 02 11:14:17 GMT+03:00 2026,02-apr.-2026 11:14:17.335,0.0,1.7000000476837158,69.7,0.0,0.38,4.69,8.64,0.02,10.98,0,-,11,0,35.24,85,-,2.35,798.25,0,69.7,0,-,23,4.35,2.26,0.75,1.24,6.77,0,93.23,974,0,0,5.49,7
Thu Apr 02 11:14:19 GMT+03:00 2026,02-apr.-2026 11:14:19.331,0.0,1.7000000476837158,70.0,0.0,0.46,4.75,8.49,0.01,10.59,-0.01,-,11,0,35.24,85,-,2.35,791.25,0,70,0,-,23,4.35,2.26,0.65,1.24,6.77,0,93.23,976,0,0,5.49,7
Thu Apr 02 11:14:21 GMT+03:00 2026,02-apr.-2026 11:14:21.349,0.0,1.7000000476837158,70.9,0.0,0.45,4.68,8.66,0.02,10.98,0,-,11,0,35.24,85,-,2.35,785.75,0,70.9,0,-,23,4.35,2.27,0.11,1.24,6.77,0,93.23,978,0,0,5.49,7
Thu Apr 02 11:14:23 GMT+03:00 2026,02-apr.-2026 11:14:23.397,0.0,1.7000000476837158,72.6,0.0,0.53,4.65,8.66,0.02,10.98,0,-,11,0,35.24,85,-,2.35,800,0,72.6,0,-,23,4.21,2.3,0.75,1.24,6.77,0,93.23,978,0,0,5.1,7
Thu Apr 02 11:14:25 GMT+03:00 2026,02-apr.-2026 11:14:25.415,0.0,1.7999999523162842,74.3,0.0,0.55,4.73,8.45,0.01,10.98,0,-,11,0,35.24,85,-,2.35,790.5,0,74.3,0,-,23,4.21,2.25,0.68,1.24,6.77,0,93.23,978,0,0,5.49,10
Thu Apr 02 11:14:27 GMT+03:00 2026,02-apr.-2026 11:14:27.448,0.0,1.7999999523162842,76.4,0.0,0.42,4.69,8.61,0.02,10.98,-0.01,-,11,0,35.24,85,-,2.35,789.5,0,76.4,0,-,23,4.35,2.27,0.11,1.24,6.77,0,93.23,978,0,0,5.49,7
Thu Apr 02 11:14:29 GMT+03:00 2026,02-apr.-2026 11:14:29.511,0.0,1.7000000476837158,78.9,0.0,0.49,4.71,8.5,0.01,10.98,0.01,-,11,0,35.24,85,-,2.35,779,0,78.9,0,-,23,4.35,2.22,0.74,1.24,6.77,0,93.23,978,0,0,5.49,7
Thu Apr 02 11:14:31 GMT+03:00 2026,02-apr.-2026 11:14:31.707,0.0,1.7999999523162842,81.3,0.0,0.48,4.66,8.69,0.02,10.98,-0.01,-,11,0,35.24,85,-,2.35,794,0,81.3,0,-,23,4.21,2.28,0.74,1.24,6.77,0,93.23,978,0,0,5.1,9.5
Thu Apr 02 11:14:33 GMT+03:00 2026,02-apr.-2026 11:14:33.769,0.0,1.7999999523162842,83.7,0.0,0.49,4.72,8.56,0.02,10.98,0,-,11,0,35.24,85,-,2.35,784,0,83.7,0,-,23,4.35,2.3,0.57,1.24,6.77,0,93.23,978,0,0,5.49,10
Thu Apr 02 11:14:35 GMT+03:00 2026,02-apr.-2026 11:14:35.872,0.0,2.4000000953674316,87.1,0.0,0.22,4.6,10.38,0.18,10.98,0.15,-,11,0,35.24,85,-,2.35,782,0,87.1,0,-,23,4.35,2.28,0.16,1.24,6.77,0,93.23,978,0,0,5.49,7
Thu Apr 02 11:14:37 GMT+03:00 2026,02-apr.-2026 11:14:37.870,0.0,2.700000047683716,90.2,0.0,0.45,4.68,8.68,0.03,10.98,-0.01,-,11,0,35.24,85,-,2.35,796.75,0,90.2,0,-,23,4.21,2.26,0.75,1.24,6.77,0,93.23,995,0,0,5.49,9.5
Thu Apr 02 11:14:39 GMT+03:00 2026,02-apr.-2026 11:14:39.895,0.0,2.799999952316284,90.2,0.0,0.41,4.6,9.03,0.05,10.98,-0.05,-,11,0,35.24,85,-,2.35,773.5,0,90.2,0,-,23,4.35,2.27,0.7,1.24,6.77,0,93.23,997,0,0,5.49,7
Thu Apr 02 11:14:41 GMT+03:00 2026,02-apr.-2026 11:14:41.848,0.4951627850532532,2.799999952316284,89.1,6.070000171661377,0.45,4.76,8.49,0.01,10.98,0,-,11,0,35.24,85,-,2.35,795,0,89.1,0,-,23,4.35,2.28,0.12,1.24,6.77,0,93.23,999,1.78,0,5.49,9.5
Thu Apr 02 11:14:43 GMT+03:00 2026,02-apr.-2026 11:14:43.844,0.0,2.799999952316284,88.8,187.1300048828125,0.45,4.71,8.53,0.01,10.59,-0.01,-,11,0,35.24,85,-,2.35,797.75,0,88.8,1.7,-,23,4.35,2.3,0.7,1.24,6.77,0,93.23,1001,0,0,5.49,7
Thu Apr 02 11:14:45 GMT+03:00 2026,02-apr.-2026 11:14:45.939,0.0,2.799999952316284,88.9,187.1300048828125,0.4,4.73,8.69,0.03,10.59,-0.02,-,11,0,35.24,85,-,2.35,792.75,0,88.9,0,-,23,4.35,2.26,0.73,1.24,6.77,0,93.23,1003,0,0,5.49,9.5
Thu Apr 02 11:14:47 GMT+03:00 2026,02-apr.-2026 11:14:47.943,0.0,2.799999952316284,85.3,187.1300048828125,0.49,4.66,8.47,0.01,10.98,0,-,11,0,35.24,85,-,2.35,784,0,85.3,0,-,23,4.35,2.27,0.58,1.24,6.77,0,93.23,1005,0,0,5.49,4.5
Thu Apr 02 11:14:49 GMT+03:00 2026,02-apr.-2026 11:14:49.981,0.0,2.799999952316284,85.1,187.1300048828125,0.45,4.75,8.55,0.02,10.98,-0.01,-,11,0,35.24,85,-,2.35,775.75,0,85.1,0,-,23,4.35,2.33,0.1,1.24,6.77,0,93.23,1007,0,0,5.49,7
Thu Apr 02 11:14:51 GMT+03:00 2026,02-apr.-2026 11:14:51.979,0.0,2.799999952316284,84.5,187.1300048828125,0.46,4.69,8.49,0.01,10.98,0,-,11,0,35.24,85,-,2.35,791.25,0,84.5,0,-,23,4.35,2.28,0.77,1.24,6.77,0,93.23,1009,0,0,5.49,7
Thu Apr 02 11:14:53 GMT+03:00 2026,02-apr.-2026 11:14:53.969,0.0,2.799999952316284,83.5,187.1300048828125,0.56,4.66,8.67,0.02,10.98,0,-,11,0,35.24,85,-,2.35,784.75,0,83.5,0,-,23,4.21,2.21,0.75,1.24,6.77,0,93.23,1011,0,0,5.49,7
Thu Apr 02 11:14:55 GMT+03:00 2026,02-apr.-2026 11:14:55.937,0.0,2.700000047683716,82.7,187.1300048828125,0.47,4.7,8.47,0.01,10.59,-0.01,-,11,0,35.24,85,-,2.35,790.5,0,82.7,0,-,23,4.35,2.26,0.62,1.24,6.77,0,93.23,1013,0,0,5.49,9.5
Thu Apr 02 11:14:57 GMT+03:00 2026,02-apr.-2026 11:14:57.957,0.594504177570343,2.700000047683716,82.0,167.2899932861328,0.57,4.73,8.4,0,10.98,0.01,-,11,0,35.24,85,-,2.35,790,0,82,0,-,23,4.35,2.28,0.12,1.24,6.77,0,93.23,1015,2.14,0,5.49,7
Thu Apr 02 11:14:59 GMT+03:00 2026,02-apr.-2026 11:14:59.985,0.42824888229370117,2.700000047683716,81.2,146.16000366210938,0.51,4.67,8.74,0.03,10.98,0,-,11,0,35.24,85,-,2.35,802.25,0,81.2,1.78,-,23,4.35,2.25,0.76,1.24,6.77,0,93.23,1017,1.54,0,5.49,7
Thu Apr 02 11:15:01 GMT+03:00 2026,02-apr.-2026 11:15:02.036,0.0,2.700000047683716,80.3,150.4499969482422,0.45,4.67,8.68,0.02,10.59,0,-,11,0,35.24,85,-,2.35,793.25,0,80.3,1.55,-,23,4.21,2.24,0.73,1.24,6.77,0,93.23,1017,0,0,5.49,7
Thu Apr 02 11:15:03 GMT+03:00 2026,02-apr.-2026 11:15:04.052,0.0,1.7999999523162842,80.2,150.4499969482422,0.41,4.69,8.42,0.01,10.59,0,-,11,0,35.24,85,-,2.35,788,0,80.2,0,-,23,4.21,2.23,0.14,1.24,6.77,0,93.23,1021,0,0,5.49,9.5
Thu Apr 02 11:15:05 GMT+03:00 2026,02-apr.-2026 11:15:06.075,0.0,1.7000000476837158,79.7,150.4499969482422,0.51,4.67,8.69,0.03,10.59,0,-,11,0,35.24,85,-,2.35,775.5,0,79.7,0,-,23,4.35,2.3,0.67,1.24,6.77,0,93.23,1023,0,0,5.1,9.5
Thu Apr 02 11:15:08 GMT+03:00 2026,02-apr.-2026 11:15:08.195,0.0,1.899999976158142,79.6,150.4499969482422,0.43,4.72,8.7,0.03,10.59,-0.01,-,11,0,35.24,85,-,2.35,800.5,0,79.6,0,-,23,4.35,2.28,0.75,1.24,6.77,0,93.23,1025,0,0,5.49,10
Thu Apr 02 11:15:09 GMT+03:00 2026,02-apr.-2026 11:15:10.124,0.0,2.0,79.9,150.4499969482422,0.43,4.74,8.43,0.01,10.98,0,-,11,0,35.24,85,-,2.35,792.75,0,79.9,0,-,23,4.35,2.25,0.66,1.24,6.77,0,93.23,1027,0,0,5.49,7
GPS Time, Device Time,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/minute(gal/min),GPS Altitude(m),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°)
Thu Apr 02 11:15:12 GMT+03:00 2026,02-apr.-2026 11:15:12.224,0.0,2.5,81.0,150.4499969482422,0.48,4.68,8.5,0.01,10.98,0,-,11,0,35.24,85,-,2.35,789.25,0,81,0,-,23,4.35,2.27,0.12,1.24,6.77,0,93.23,1029,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:14.284,0.0,2.5999999046325684,81.8,150.4499969482422,0.52,4.7,8.58,0.02,10.59,0,-,11,0,35.24,85,-,2.35,802.5,0,81.8,0,-,23,4.35,2.3,0.76,1.24,6.77,0,93.23,1031,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:16.283,0.0,2.5999999046325684,81.8,150.4499969482422,0.48,4.73,8.4,0,10.59,-0.01,-,11,0,35.24,85,-,2.35,787.5,0,81.8,0,-,23,4.35,2.27,0.74,1.24,6.77,0,93.23,1033,0,0,5.49,9.5
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:18.348,0.0,2.5999999046325684,81.8,150.4499969482422,0.4,4.7,8.73,0.03,10.98,0.01,-,11,0,35.24,85,-,2.35,768.75,0,81.8,0,-,23,4.35,2.24,0.12,1.24,6.77,0,93.23,1036,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:20.430,0.0,2.5999999046325684,81.8,150.4499969482422,0.5,4.69,8.7,0.03,10.59,-0.01,-,11,0,35.24,85,-,2.35,787.75,0,81.8,0,-,23,4.35,2.32,0.69,1.24,6.77,0,93.23,1038,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:22.405,0.0,2.5999999046325684,81.8,150.4499969482422,0.55,4.66,8.63,0.02,10.59,-0.01,-,11,0,35.24,85,-,2.35,788.25,0,81.8,0,-,24,4.35,2.28,0.75,1.24,6.77,0,93.23,1040,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:24.425,0.0,2.5999999046325684,81.8,150.4499969482422,0.39,5.74,9.29,0.11,10.98,0.04,-,11,0,35.24,85,-,2.35,794.75,0,81.8,0,-,24,4.35,2.28,0.68,1.24,6.77,0,93.23,1042,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:26.401,0.0,2.5999999046325684,81.8,150.4499969482422,0.28,4.71,8.55,0.01,10.98,-0.01,-,11,0,35.24,85,-,2.35,783.75,0,81.8,0,-,24,4.35,2.28,0.12,1.24,6.77,0,93.23,1044,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:28.417,0.0,2.5999999046325684,81.8,150.4499969482422,0.48,4.61,8.66,0.02,10.59,0,-,11,0,35.24,85,-,2.35,793.5,0,81.8,0,-,23,4.21,2.25,0.76,1.24,6.77,0,93.23,1046,0,0,5.49,4.5
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:30.441,0.0,2.5999999046325684,81.8,150.4499969482422,0.23,4.62,8.64,0.02,10.59,-0.02,-,11,0,35.24,85,-,2.35,795,0,81.8,0,-,24,4.35,2.28,0.73,1.24,6.77,0,93.23,1048,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:32.448,0.0,2.5999999046325684,81.8,150.4499969482422,0.27,4.62,8.91,0.04,10.59,0,-,11,0,35.24,85,-,2.35,783.25,0,81.8,0,-,24,4.35,2.27,0.12,1.24,6.77,0,93.23,1050,0,0,5.49,9.5
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:34.457,0.0,2.5999999046325684,81.8,150.4499969482422,0.34,4.63,8.61,0.02,10.59,0,-,11,0,35.24,85,-,2.35,798.25,0,81.8,0,-,24,4.35,2.3,0.69,1.24,6.77,0,93.23,1052,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:36.534,0.0,2.5999999046325684,81.8,150.4499969482422,0.37,4.62,8.53,0.01,10.59,0,-,11,0,35.24,85,-,2.35,790.5,0,81.8,0,-,24,4.21,2.25,0.75,1.24,6.77,0,93.23,1054,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:38.583,0.0,2.5999999046325684,81.8,150.4499969482422,0.46,4.61,8.54,0.01,10.59,0,-,11,0,35.24,85,-,2.35,792.75,0,81.8,0,-,24,4.35,2.27,0.66,1.24,6.77,0,93.23,1056,0,0,5.49,9.5
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:40.585,0.0,2.5999999046325684,81.8,150.4499969482422,0.39,4.61,8.56,0.01,10.59,0,-,11,0,35.24,85,-,2.35,777.5,0,81.8,0,-,24,4.35,2.25,0.1,1.24,6.77,0,93.23,1058,0,0,5.49,11.5
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:42.603,0.0,2.5999999046325684,81.8,150.4499969482422,0.26,4.62,8.54,0.01,10.98,0,-,11,0,35.24,86,-,2.35,794.75,0,81.8,0,-,24,4.35,2.32,0.75,1.24,6.77,0,93.23,1060,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:44.592,0.0,2.5999999046325684,81.8,150.4499969482422,0.47,4.64,8.43,0,10.98,-0.01,-,11,0,35.24,85,-,2.35,794,0,81.8,0,-,24,4.35,2.3,0.73,1.24,6.77,0,93.23,1062,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:46.601,0.0,2.5999999046325684,81.8,150.4499969482422,0.49,4.6,8.68,0.02,10.98,0,-,11,0,35.24,86,-,2.35,792,0,81.8,0,-,24,4.35,2.26,0.12,1.24,6.77,0,93.23,1064,0,0,5.49,9.5
GPS Time, Device Time,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/minute(gal/min),GPS Altitude(m),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°)
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:48.591,0.0,2.5999999046325684,81.8,150.4499969482422,0.45,4.66,8.58,0.02,10.98,0,-,11,0,35.24,86,-,2.35,792.75,0,81.8,0,-,24,4.35,2.28,0.61,1.24,6.77,0,93.23,1066,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:50.757,0.0,2.5999999046325684,81.8,150.4499969482422,0.52,4.65,8.76,0.03,10.98,0.01,-,11,0,35.24,86,-,2.35,793.75,0,81.8,0,-,24,4.35,2.3,0.75,1.24,6.77,0,93.23,1068,0,0,5.49,4.5
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:52.809,0.0,2.5999999046325684,81.8,150.4499969482422,0.36,4.68,8.94,0.05,10.59,0.07,-,11,0,35.24,86,-,2.35,795.5,0,81.8,0,-,24,4.21,2.23,0.47,1.24,6.77,0,93.23,1070,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:54.747,0.0,2.5999999046325684,81.8,150.4499969482422,0.54,4.68,8.6,0.02,10.98,-0.01,-,11,0,35.24,85,-,2.35,788.25,0,81.8,0,-,24,4.35,2.26,0.59,1.24,6.77,0,93.23,1072,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:56.838,0.0,2.5999999046325684,81.8,150.4499969482422,0.54,4.65,8.61,0.02,10.98,0,-,11,0,35.24,86,-,2.35,770.5,0,81.8,0,-,24,4.35,2.17,0.1,1.24,6.77,0,93.23,1074,0,0,5.49,6.5
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:15:58.951,0.0,2.5999999046325684,81.8,150.4499969482422,1.41,4.39,9.28,0.08,10.98,-0.05,-,11,0,35.24,86,-,2.35,799.25,0,81.8,0,-,24,4.21,2.26,0.75,1.24,6.77,0,93.23,1076,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:16:00.949,0.0,2.5999999046325684,81.8,150.4499969482422,1.56,4.24,8.64,0.01,10.98,0,-,11,0,35.24,85,-,2.35,786.5,0,81.8,0,-,24,4.35,2.27,0.72,1.24,6.77,0,93.23,1078,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:16:02.910,0.0,2.5999999046325684,81.8,150.4499969482422,1.55,4.36,8.67,0.02,10.98,-0.01,-,11,0,35.24,85,-,2.35,798.75,0,81.8,0,-,24,4.35,2.29,0.12,1.24,6.77,0,93.23,1080,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:16:04.835,0.0,2.5999999046325684,81.8,150.4499969482422,1.58,4.33,8.63,0.02,10.59,0,-,11,0,35.24,85,-,2.35,791.75,0,81.8,0,-,24,4.21,2.19,0.69,1.24,6.77,0,93.23,1082,0,0,5.49,7
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:16:06.824,0.0,2.5999999046325684,81.8,150.4499969482422,0.82,5.95,7.45,-0.01,10.59,-0.06,-,11,0,35.24,86,-,2.35,794.5,0,81.8,0,-,24,4.35,2.24,0.75,1.24,6.77,0,93.23,1084,0,0,5.49,4
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:16:08.748,0.0,2.5999999046325684,81.8,150.4499969482422,0.16,4.58,8.58,0.01,10.59,0,-,11,0,35.24,86,-,2.35,773,0,81.8,0,-,24,4.35,2.24,0.63,1.24,6.77,0,93.23,1086,0,0,5.49,9.5
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:16:10.697,0.0,2.5999999046325684,81.8,150.4499969482422,0.18,4.58,8.76,0.03,10.98,0,-,11,0,35.24,86,-,2.35,786.25,0,81.8,0,-,24,4.35,2.26,0.09,1.24,6.77,0,93.23,1088,0,0,5.49,10.5
Thu Apr 02 11:15:14 GMT+03:00 2026,02-apr.-2026 11:16:12.824,0.0,2.5999999046325684,81.8,150.4499969482422,0.13,4.62,8.63,0.02,10.98,0,-,11,0,35.24,86,-,2.35,789.5,0,81.8,0,-,24,4.35,2.26,0.74,1.24,6.77,0,93.23,1090,0,0,5.49,4.5
